member,chamber,filing_type,state_district,year,filing_date,doc_id,source_file
Hon. Terrycina Andrea Sewell,House,X,AL07,2021,2022-06-07,8218950,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Tom Cole,House,P,OK04,2022,2022-06-07,8218938,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Troy A. Carter Sr,House,X,LA02,2021,2022-06-07,8218945,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Jerry Evans,House,X,IL11,2022,2022-06-07,8218976,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
John Gibbs,House,X,MI03,2022,2022-06-07,30017208,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Johnny Teehee,House,X,OK02,2022,2022-06-07,8218983,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Jon Chuba,House,A,FL05,2021,2022-06-07,10049691,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Jon Chuba,House,A,FL05,2021,2022-06-07,10049694,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Jon Chuba,House,A,FL05,2022,2022-06-07,10049690,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Joseph Sempolinski,House,X,NY23,2022,2022-06-07,30017110,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Joy Fox,House,X,RI02,2022,2022-06-07,30016996,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Judith T Won Pat,House,X,GU00,2022,2022-06-07,8218998,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Kelly Cooper,House,X,AZ04,2022,2022-06-07,30017053,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Ken Russell,House,X,FL27,2022,2022-06-07,8218992,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Kevin Bryan Shakil,House,X,NY04,2022,2022-06-07,30017094,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Lisa Scheller,House,X,PA07,2022,2022-06-07,8218981,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Litesa Wallace,House,X,IL17,2022,2022-06-07,30016742,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Lori Chavez-Deremer,House,X,OR05,2022,2022-06-07,30016720,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mario Fratto,House,X,NY24,2022,2022-06-07,8218996,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Matt Hausman,House,X,IL13,2022,2022-06-07,8218977,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Matthew Putorti,House,X,NY21,2022,2022-06-07,30016767,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Matthew Seely,House,X,MI08,2022,2022-06-07,8218988,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Monica De La Cruz Hernandez,House,X,TX15,2022,2022-06-07,30016835,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Morgan Joe Luttrell,House,X,TX08,2022,2022-06-07,30016733,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mrs. Jayme Stevenson,House,X,CT04,2022,2022-06-07,8218990,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Nick Lalota,House,X,NY01,2022,2022-06-07,30016753,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Omar Bah,House,X,RI02,2022,2022-06-07,8218980,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Patrick Pihana Branco,House,C,HI02,2022,2022-06-07,10049699,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Paul King,House,X,NY05,2022,2022-06-07,8218995,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Rebecca Becca Balint,House,X,VT00,2022,2022-06-07,8218985,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Robert May,House,X,MA06,2022,2022-06-07,30017268,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Sarah Morgenthau,House,X,RI02,2022,2022-06-07,30017087,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Scott Stephenson,House,X,WA08,2022,2022-06-07,8218991,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Scotty Moore,House,X,FL09,2022,2022-06-07,30016869,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Sean Meloy,House,X,PA17,2022,2022-06-07,30017217,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Seth Magaziner,House,X,RI02,2022,2022-06-07,30017194,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Sydney Kamlager,House,X,CA37,2022,2022-06-07,30017073,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Telena C. Nelson,House,X,GU00,2022,2022-06-07,8218987,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Tim Baxter,House,X,NH01,2022,2022-06-07,30017152,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Wendy Davis,House,X,GA14,2022,2022-06-07,30017335,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Wesley Hunt,House,X,TX38,2022,2022-06-07,30017095,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Alessandra Biaggi,House,X,NY03,2022,2022-06-06,30017363,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Ashley Ehasz,House,X,PA01,2022,2022-06-06,30017135,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Benjamin Smilowitz,House,X,MD06,2022,2022-06-06,30017271,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Brady Duke,House,X,FL07,2022,2022-06-06,30017081,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Dan Matthews,House,C,WA02,2022,2022-06-06,10049587,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Dustin Anthony Hill,House,X,MO03,2022,2022-06-06,30016924,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Heather Renay Mizeur,House,X,MD01,2022,2022-06-06,30016857,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Diana DeGette,House,O,CO01,2021,2022-06-06,10047474,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Kathy Manning,House,P,NC06,2022,2022-06-06,20021045,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Lloyd Doggett,House,P,TX35,2022,2022-06-06,20021153,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Jahmal Cole,House,X,IL01,2022,2022-06-06,30017329,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Joseph Haywood,House,X,NC06,2022,2022-06-06,30017360,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Kara Hahn,House,W,NY01,2022,2022-06-06,7877,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Kara Hahn,House,X,NY01,2022,2022-06-06,30017222,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Leslie Leigh French,House,X,WA03,2022,2022-06-06,30017134,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mariela Roca,House,X,MD08,2022,2022-06-06,30017139,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mark Alford,House,X,MO04,2022,2022-06-06,30017202,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mr. Carlos A. Martinez Garin,House,C,FL28,2022,2022-06-06,10049688,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Paul Junge,House,X,MI08,2022,2022-06-06,30017149,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Robert Zimmerman,House,X,NY03,2022,2022-06-06,30016766,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Steven Elliott,House,X,MI13,2022,2022-06-06,30016933,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Susan Hathaway-Altman,House,A,IL11,2022,2022-06-06,10049687,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Thomas More Barrett,House,X,MI07,2022,2022-06-06,30017181,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Whittney Williams,House,X,MI06,2022,2022-06-06,30016800,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Earl Blumenauer,House,P,OR03,2022,2022-06-05,20021152,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Ed Case,House,A,HI01,2021,2022-06-05,10049675,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Ms. Linda Susan Brooks,House,A,FL02,2022,2022-06-05,10049674,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Catalina Lauf,House,C,IL11,2022,2022-06-04,10046245,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Robert J. Wittman,House,P,VA01,2022,2022-06-04,20021150,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Virginia Foxx,House,P,NC05,2022,2022-06-04,20021127,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Angela Rogensues,House,X,MI10,2022,2022-06-03,30016845,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Bryce Reeves,House,X,VA07,2022,2022-06-03,30017076,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Chris Schiller,House,X,OK02,2022,2022-06-03,30017142,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Crystal Lynn Vanuch,House,X,VA07,2022,2022-06-03,30017151,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Delia Ramirez,House,X,IL03,2022,2022-06-03,30017093,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Elijah Norton,House,X,AZ01,2022,2022-06-03,30016764,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Antonio Delgado,House,X,NY19,2022,2022-06-03,30017438,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Chellie Pingree,House,P,ME01,2022,2022-06-03,20021139,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Cindy Axne,House,P,IA03,2022,2022-06-03,20021134,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Michael C. Burgess,House,P,TX26,2022,2022-06-03,20021120,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Nancy Pelosi,House,P,CA12,2022,2022-06-03,20021142,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Ron Estes,House,P,KS04,2022,2022-06-03,20021149,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
John W. Moore,House,X,AZ01,2022,2022-06-03,30017347,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Jonathan Swain,House,X,IL01,2022,2022-06-03,30017248,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mark Joseph Carroll,House,X,IL11,2022,2022-06-03,30017187,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Morgan Ortagus,House,X,TN05,2022,2022-06-03,30016714,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mr. Al Krulick,House,C,FL07,2022,2022-06-03,10049662,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Pura De Jesus-Coniglio,House,X,NY14,2022,2022-06-03,30017108,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Regan Deering,House,X,IL13,2022,2022-06-03,30017050,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Robert Mark Wyman,House,X,NY10,2022,2022-06-03,30017301,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Ronald Watkins,House,X,AZ02,2022,2022-06-03,30016833,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Anthony Tony Hill,House,C,FL04,2022,2022-06-02,10049353,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Geoffrey M. Young,House,C,KY06,2022,2022-06-02,8218932,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Guy Stuart Barker,House,C,OK02,2022,2022-06-02,10048380,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2022,2022-06-02,20021135,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Kurt Schrader,House,P,OR05,2022,2022-06-02,8218930,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Tommy Waters,House,W,HI02,2022,2022-06-02,7871,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Aamir Sultan,House,C,NY10,2022,2022-06-01,10049621,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Cori Bush,House,O,MO01,2021,2022-06-01,10048372,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Debbie Wasserman Schultz,House,P,FL23,2022,2022-06-01,20021129,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Donald Sternoff Beyer Jr.,House,P,VA08,2022,2022-06-01,20021091,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Glenn S. Grothman,House,A,WI06,2020,2022-06-01,10049527,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Glenn S. Grothman,House,O,WI06,2021,2022-06-01,10048078,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Tom Reed,House,A,NY23,2022,2022-06-01,10049586,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Jerome C. Hilliard,House,C,MI02,2022,2022-06-01,10049581,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Kelly Daughtry,House,C,NC13,2022,2022-06-01,8218893,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Morgan McGarvey,House,A,KY03,2021,2022-06-01,10049549,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Morgan McGarvey,House,C,KY03,2022,2022-06-01,10046220,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Christopher Chris West,House,C,GA02,2021,2022-05-31,10049571,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Christopher Chris West,House,C,GA02,2022,2022-05-31,10049572,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Daniel Webster,House,O,FL11,2021,2022-05-31,10046586,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Mark Dr Green,House,P,TN07,2022,2022-05-31,20021121,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Omar Bah,House,C,RI02,2022,2022-05-31,10047551,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Ryan Michael Appleton Melton,House,C,IA04,2022,2022-05-31,10049575,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Shahid Buttar,House,C,CA12,2022,2022-05-31,10049577,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Yuripzy Morgan,House,C,MD02,2022,2022-05-31,10044727,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Jeff Warner,House,C,MD04,2022,2022-05-30,10046234,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Loren Culp,House,C,WA04,2022,2022-05-30,10049534,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Don Coram,House,C,CO03,2022,2022-05-29,10048924,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Ann Kirkpatrick,House,A,AZ02,2021,2022-05-29,10049565,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Ann Kirkpatrick,House,O,AZ02,2021,2022-05-29,10049564,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mr. Bradley Horges Jr.,House,C,IL13,2022,2022-05-29,10049566,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Regan Deering,House,C,IL13,2022,2022-05-29,10048671,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
David Anderson,House,C,WA09,2022,2022-05-28,10049559,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Esther Joy King,House,C,IL17,2022,2022-05-28,10049470,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
James L. Pruden,House,C,FL22,2022,2022-05-28,10047395,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Matt Hausman,House,C,IL13,2022,2022-05-28,10049557,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Adam Frisch,House,C,CO03,2022,2022-05-27,10049201,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Daniel Joseph Lebeau,House,D,VA06,2022,2022-05-27,8219003,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Delia Ramirez,House,C,IL03,2022,2022-05-27,10048739,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Doyle Canning,House,C,OR04,2020,2022-05-27,10049419,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Doyle Canning,House,C,OR04,2022,2022-05-27,10049420,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
George S. Logan,House,C,CT05,2022,2022-05-27,10049558,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. David Madison Cawthorn,House,P,NC11,2022,2022-05-27,20020894,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Jaime Herrera Beutler,House,O,WA03,2021,2022-05-27,8218896,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Noah Malgeri,House,C,NV03,2022,2022-05-27,10049554,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Cresent Hardy,House,C,NV01,2022,2022-05-26,10049511,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
David Galluch,House,C,PA05,2022,2022-05-26,10049531,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Diana Harshbarger,House,P,TN01,2022,2022-05-26,8218894,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Jerry Evans,House,C,IL11,2022,2022-05-26,10049521,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
John Barker,House,C,NJ02,2022,2022-05-26,10049543,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Jonathan Swain,House,C,IL01,2022,2022-05-26,10048767,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Karla Black,House,C,CA06,2022,2022-05-26,10049524,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Randi McCallian,House,C,MO08,2022,2022-05-26,10049522,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
David Sellers,House,C,MS04,2022,2022-05-25,10049439,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
