member,chamber,filing_type,state_district,year,filing_date,doc_id,source_file
Hon. Alan S. Lowenthal,House,P,CA47,2022,2022-06-19,20021243,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2022,2022-06-19,20021244,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2022,2022-06-19,20021245,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2022,2022-06-19,20021246,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Jennifer Wexton,House,A,VA10,2021,2022-06-19,10049816,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Scott H. Peters,House,P,CA52,2022,2022-06-19,20021202,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Yuh-Line Niou,House,C,NY10,2022,2022-06-18,10049799,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Bradley Martin,House,W,IL09,2022,2022-06-17,7884,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Caroline Colarusso,House,X,MA05,2022,2022-06-17,30017447,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Dr. George S. Flinn Jr.,House,X,TN09,2022,2022-06-17,30017426,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Pete Sessions,House,A,TX17,2021,2022-06-17,10049800,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Pete Sessions,House,P,TX17,2022,2022-06-17,20021238,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. William R. Keating,House,P,MA09,2022,2022-06-17,20021222,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Jose Castillo,House,C,FL09,2022,2022-06-17,10049806,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Joseph Severino,House,D,IL10,2020,2022-06-17,40003379,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Laura Loomer,House,A,FL11,2022,2022-06-17,10049796,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Laura Loomer,House,C,FL11,2022,2022-06-17,10049795,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Laura Loomer,House,C,FL21,2020,2022-06-17,10048402,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Laura Loomer,House,C,FL21,2021,2022-06-17,10049711,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mara Heather MacIe,House,X,FL04,2022,2022-06-17,30017441,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mr. Phillip Joseph Greer,House,D,AL05,2022,2022-06-17,40003380,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Pamela Smith,House,A,OK02,2022,2022-06-17,10049807,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Steven M. Wells,House,X,NY22,2022,2022-06-17,30017446,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Alessandra Biaggi,House,C,NY03,2022,2022-06-16,10048919,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Charles Gray,House,X,WY00,2022,2022-06-16,30017160,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Christopher Niles Herrod,House,C,UT03,2022,2022-06-16,8219034,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Deliris Montanez Berrios (Dmb),House,X,TX16,2022,2022-06-16,30017368,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hlsia Tatiana Fernandez,House,C,FL07,2022,2022-06-16,10049791,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Doris O. Matsui,House,P,CA06,2022,2022-06-16,20021148,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Ed Perlmutter,House,P,CO07,2022,2022-06-16,20021232,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. James M. Costa,House,X,CA16,2021,2022-06-16,30017445,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Jeff Fortenberry,House,X,NE01,2022,2022-06-16,30017436,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Josh Gottheimer,House,P,NJ05,2022,2022-06-16,20021174,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Lois Frankel,House,P,FL21,2022,2022-06-16,20021233,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Scott DesJarlais,House,X,TN04,2021,2022-06-16,30017303,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Zoe Lofgren,House,X,CA19,2021,2022-06-16,30017444,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Joshua Carl Revak,House,C,AK00,2022,2022-06-16,10049769,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Kelli Stargel,House,X,FL15,2022,2022-06-16,8219032,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Louis B. Meyers,House,C,VT00,2022,2022-06-16,8219018,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Robert 'Rob' Cruz,House,C,IL03,2021,2022-06-16,10049792,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Robert 'Rob' Cruz,House,C,IL06,2022,2022-06-16,10049793,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Todd Bloom,House,C,WA06,2022,2022-06-16,10049704,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Angela Rogensues,House,C,MI10,2022,2022-06-15,10046963,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Benjamin Smilowitz,House,C,MD06,2022,2022-06-15,10049127,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Bob Mark Wyman,House,C,NY10,2022,2022-06-15,10049181,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Eric Loeb,House,C,MD04,2022,2022-06-15,10046495,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Gary Grasso,House,C,IL06,2022,2022-06-15,10044440,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Heather Renay Mizeur,House,C,MD01,2022,2022-06-15,10047903,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Captain Clay Higgins,House,O,LA03,2021,2022-06-15,10048851,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Henry Cuellar,House,O,TX28,2021,2022-06-15,10048222,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Linda T. Sanchez,House,O,CA38,2021,2022-06-15,10049727,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Yvette D. Clarke,House,O,NY09,2021,2022-06-15,10049776,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Marie Gluesenkamp Perez,House,C,WA03,2022,2022-06-15,10049735,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mr. Derrick F. Van Orden,House,C,WI03,2022,2022-06-15,10047489,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Ms. Deb Marie McGrath,House,C,WI03,2022,2022-06-15,10046841,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Thomas Wong,House,C,CA14,2022,2022-06-15,10049773,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Carrie Solages,House,C,NY04,2022,2022-06-14,10044746,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Anderson Drew Ferguson IV,House,O,GA03,2021,2022-06-14,10049723,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Angela Dawn Craig,House,A,MN02,2021,2022-06-14,8219008,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Brenda Lulenar Lawrence,House,O,MI14,2021,2022-06-14,10049763,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Brendan F. Boyle,House,O,PA02,2021,2022-06-14,10049760,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. David G. Valadao,House,O,CA21,2021,2022-06-14,10049337,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Doug Lamborn,House,P,CO05,2022,2022-06-14,8219025,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Earl Leroy Carter,House,O,GA01,2021,2022-06-14,10049323,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Haley Stevens,House,X,MI11,2021,2022-06-14,30017424,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Jamaal Bowman,House,O,NY16,2021,2022-06-14,10049744,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. James Comer,House,O,KY01,2021,2022-06-14,10048636,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Jim Cooper,House,O,TN05,2021,2022-06-14,10046145,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Kevin Hern,House,P,OK01,2022,2022-06-14,20021223,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Michael T. McCaul,House,P,TX10,2022,2022-06-14,8219010,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Stacey Plaskett,House,O,VI00,2021,2022-06-14,10049761,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Troy Nehls,House,O,TX22,2021,2022-06-14,10047407,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Joseph Edward Afzal,House,C,NV02,2022,2022-06-14,10049623,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Lesley Denardis,House,C,CT03,2022,2022-06-14,10049423,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mara Heather MacIe,House,C,FL04,2022,2022-06-14,10049682,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mark Joseph Carroll,House,A,IL11,2022,2022-06-14,10049660,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Natasha Hill,House,A,WA05,2021,2022-06-14,10049765,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Natasha Hill,House,C,WA05,2021,2022-06-14,10044518,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Natasha Hill,House,C,WA05,2022,2022-06-14,10049516,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Andy Baan,House,C,VA02,2022,2022-06-13,10049172,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Ashley Ehasz,House,C,PA01,2022,2022-06-13,10047694,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Charise A. Williams,House,C,IL01,2022,2022-06-13,10049733,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Dr. Karen Green,House,C,FL08,2022,2022-06-13,10049729,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Gregorio Kilili Camacho Sablan,House,O,MP00,2021,2022-06-13,10046493,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Jared Golden,House,O,ME02,2021,2022-06-13,10044917,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Maria Elvira Salazar,House,O,FL27,2021,2022-06-13,10047190,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Peter Allen Stauber,House,O,MN08,2021,2022-06-13,10046470,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Jennifer Susan Raybon,House,C,FL15,2022,2022-06-13,10049714,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
John Murtari,House,C,NY24,2022,2022-06-13,10049726,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mariela Roca,House,C,MD08,2022,2022-06-13,10048122,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mr. Jack Mr Lombardi II,House,C,IL14,2022,2022-06-13,10049696,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Debbie Dingell,House,P,MI12,2022,2022-06-12,20021166,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Mo Brooks,House,P,AL05,2022,2022-06-12,20021197,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Suzan K. DelBene,House,P,WA01,2022,2022-06-11,20021144,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Alma Shealey Adams,House,O,NC12,2021,2022-06-10,10049721,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Brad Sherman,House,X,CA30,2021,2022-06-10,30017452,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. David B. McKinley,House,P,WV01,2022,2022-06-10,20021124,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Julia Brownley,House,O,CA26,2021,2022-06-10,10047027,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Maria Elvira Salazar,House,P,FL27,2022,2022-06-10,20021096,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Mike Kelly,House,O,PA16,2021,2022-06-10,8219005,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Rohit Khanna,House,P,CA17,2022,2022-06-10,8218940,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Trey Hollingsworth,House,P,IN09,2022,2022-06-10,8218937,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Keith Pekau,House,C,IL06,2022,2022-06-10,10049715,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Gilbert Villegas,House,C,IL03,2022,2022-06-09,10049707,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Blake Moore,House,B,UT01,2022,2022-06-09,8219029,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. David P. Joyce,House,P,OH14,2022,2022-06-09,20021183,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. David P. Joyce,House,P,OH14,2022,2022-06-09,20021184,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Harold Dallas Rogers,House,P,KY05,2022,2022-06-09,8218933,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Jamie Raskin,House,P,MD08,2022,2022-06-09,20020973,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Lois Frankel,House,P,FL21,2022,2022-06-09,20020929,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Mike Kelly,House,P,PA16,2022,2022-06-09,8218936,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Johnny Teehee,House,C,OK02,2022,2022-06-09,10049709,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Mr. Don Samuels,House,C,MN05,2022,2022-06-09,10048672,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Rebecca Becca Balint,House,C,VT00,2022,2022-06-09,8219004,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Charles Gray,House,W,WY00,2022,2022-06-08,7868,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Dr. George S. Flinn Jr.,House,D,TN09,2022,2022-06-08,40003371,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
E. Benjamin Samuels,House,W,MO02,2022,2022-06-08,7878,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Chris Stewart,House,O,UT02,2021,2022-06-08,10049701,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. David Madison Cawthorn,House,P,NC11,2022,2022-06-08,20021112,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. David Madison Cawthorn,House,P,NC11,2022,2022-06-08,20021170,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Greg Francis Murphy,House,P,NC03,2022,2022-06-08,20021171,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Jeff Mr Van Drew,House,O,NJ02,2021,2022-06-08,8219007,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. John Bergman,House,O,MI01,2021,2022-06-08,10049703,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. William R. Keating,House,O,MA09,2021,2022-06-08,10048186,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Adam Frisch,House,X,CO03,2022,2022-06-07,8218978,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Alex Walker,House,X,CO03,2022,2022-06-07,8218993,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Allan Fung,House,X,RI02,2022,2022-06-07,30016785,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Allek Pastrana,House,X,FL07,2022,2022-06-07,30017114,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Amanda Makki,House,X,FL13,2022,2022-06-07,30017165,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Ashmi Sheth,House,X,NY10,2022,2022-06-07,8218986,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Ben Sorensen,House,X,FL23,2022,2022-06-07,8218994,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Beth Harwell,House,X,TN05,2022,2022-06-07,8218989,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Carla A. Spalding,House,X,FL23,2022,2022-06-07,30016921,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Cassandra Tanner Miller,House,C,IL11,2022,2022-06-07,10049695,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Dale Vc Holness,House,X,FL20,2022,2022-06-07,30016904,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Dr. Mark Allen Neumann,House,X,WI03,2022,2022-06-07,30016670,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Erik Olsen,House,X,WI02,2022,2022-06-07,8218984,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Esther Joy King,House,X,IL17,2022,2022-06-07,8218979,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
George Shepherd,House,X,FL09,2022,2022-06-07,30017287,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Harpreet Singh Chima,House,C,CA09,2022,2022-06-07,10049697,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Herbert Carroll Jones Jr.,House,X,VA01,2022,2022-06-07,8218982,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Holly McCormack,House,X,GA14,2022,2022-06-07,8218997,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Andrew Clyde,House,X,GA09,2021,2022-06-07,8218952,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Brad Sherman,House,X,CA30,2021,2022-06-07,8218942,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Byron Donalds,House,X,FL19,2021,2022-06-07,8218948,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Chris Stewart,House,X,UT02,2021,2022-06-07,8218951,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Earl Blumenauer,House,P,OR03,2022,2022-06-07,20021169,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Filemon Vela,House,A,TX34,2022,2022-06-07,8219006,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. James A. Himes,House,X,CT04,2021,2022-06-07,8218941,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. James R. Langevin,House,P,RI02,2022,2022-06-07,20021156,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2022FD\2022FD.txt
Hon. Lauren Boebert,House,X,CO03,2021,2022-06-07,8218944,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Lisa C. McClain,House,X,MI10,2021,2022-06-07,8218947,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Mike Rogers,House,X,AL03,2021,2022-06-07,8218949,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Raul Ruiz,House,X,CA36,2021,2022-06-07,8218946,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Sheila Cherfilus-McCormick,House,X,FL20,2021,2022-06-07,8218943,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
